Daily_Calories,Breakfast,Lunch,Dinner,Snacks,Water_Intake_L
3803,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,4
2047,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2594,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
2248,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.7
1866,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
3758,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.3
2129,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,3.4
3832,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
2548,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.6
3558,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
3197,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
2220,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
3510,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
3191,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
1693,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
1880,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2025,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
2887,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.5
2685,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
2942,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2769,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2813,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
2120,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
1951,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2854,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
2099,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
3026,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
2963,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
2898,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.6
2407,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
2693,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
3133,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.6
2625,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
4121,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.8
2801,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
3165,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
2842,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
1668,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.6
1985,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2356,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
3141,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,3.3
2607,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
3213,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
1604,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2905,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.7
3177,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
3589,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
1020,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,1.8
2852,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
2063,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
3336,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.1
3147,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
4327,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,3.2
2778,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2
3056,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
3380,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.1
1656,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
2707,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
1325,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.7
3842,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
2625,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
2710,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
1867,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2314,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
3800,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
3490,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
2309,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.6
2710,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
3506,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.1
2046,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,1.7
3199,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
3416,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
3246,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
2013,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2536,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
3055,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
1825,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
2508,Vegan breakfast: Tofu scramble,Vegan lunch: Buddha bowl,Vegan dinner: Chickpea curry,Vegan snacks: Fresh fruits and seeds,2.5
1925,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
1982,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
1660,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.6
1728,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
1588,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2776,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,3.6
2815,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.6
3461,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3218,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
2637,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
3626,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
3513,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3772,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
2339,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
1651,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2970,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
2202,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
3517,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.9
3702,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
2933,Vegan breakfast: Tofu scramble,Vegan lunch: Buddha bowl,Vegan dinner: Chickpea curry,Vegan snacks: Fresh fruits and seeds,3.6
2082,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
2902,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
